Month,Borough,Equipment Type,Equipment Code,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN
03/01/2023,Manhattan,Elevator,EL205,2,1,1,0,6,1,123.99999999999999,123.99999999999999,0.991532258064516,122.94999999999999,123.99999999999999,0.991644265232975,737.7833333333333,744,GRANDCENTRAL-42ST-LEX-4/5/6,402,"Grand Central-42 St (S,4,5,6,7)",610
03/01/2023,Manhattan,Elevator,EL401,1,1,0,0,91,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.993346774193548,739.05,744,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
03/01/2023,Bronx,Elevator,EL190,4,3,1,0,99,0.983736559139785,121.98333333333332,123.99999999999999,1,123.99999999999999,123.99999999999999,0.983736559139785,731.9,744,KINGSBRIDGERD-CON-B/D,212,Kingsbridge Rd - Station,212
03/01/2023,Brooklyn,Elevator,EL301,6,4,2,0,227,0.988037634408602,122.51666666666665,123.99999999999999,0.981182795698925,121.66666666666666,123.99999999999999,0.974507168458781,725.0333333333333,744,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
03/01/2023,Queens,Elevator,EL411,2,1,1,0,10,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.990725806451613,737.0999999999999,744,SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z,279,Sutphin Blvd-Archer Av-JFK Airport - Station,279
03/01/2023,Brooklyn,Elevator,EL373,2,2,0,0,176,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.988149641577061,735.1833333333333,744,CHURCHAV-6AV-F/G,243,Church Av - Station,243
03/01/2023,Manhattan,Elevator,EL103,3,2,1,0,28,0.981182795698925,121.66666666666667,124,0.970430107526882,120.33333333333334,124,0.982818100358423,731.2166666666667,744,191ST-BWY7-1,300,191 St - Station,300
03/01/2023,Queens,Elevator,EL494X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
03/01/2023,Manhattan,Elevator,EL316,2,1,1,1,68,1,124,124,0.967741935483871,120,124,0.973476702508961,724.2666666666667,744,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
03/01/2023,Manhattan,Elevator,EL288X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
03/01/2023,Manhattan,Elevator,EL248,2,1,1,0,74,0.990994623655914,122.88333333333333,123.99999999999999,1,123.99999999999999,123.99999999999999,0.992585125448029,738.4833333333333,744,96ST-2AV-Q,475,96 St - Station,475
03/01/2023,Queens,Elevator,EL431,6,3,3,1,212,0.903225806451613,111.99999999999999,123.99999999999999,0.923387096774194,114.5,123.99999999999999,0.906854838709677,674.7,744,JAMAICA-179ST-QBL-F,254,Jamaica-179 St - Station,254
03/01/2023,Manhattan,Elevator,EL203X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,LEXINGTONAV/53ST-QBL-E/M,275,"Lexington Av-53 St (E,M)/51 St (6)",612
03/01/2023,Queens,Elevator,EL464,5,1,4,0,32,0.992338709677419,123.04999999999998,123.99999999999999,0.963037634408602,119.41666666666666,123.99999999999999,0.980264336917563,729.3166666666666,744,ASTORIABLVD-AST-N/Q,2,Astoria Blvd - Station,2
03/01/2023,Brooklyn,Elevator,EL312,2,1,1,0,10,1,80,80,1,84,84,0.987551020408163,483.9,489.99999999999994,CLARKST-CLK-2/3,334,Clark St - Station,334
03/01/2023,Queens,Elevator,EL436,2,1,1,0,176,1,124,124,0.974327956989247,120.81666666666668,124,0.990658602150538,737.05,744,KEWGARDENS-UNIONTPKE-QBL-E/F,259,Kew Gardens-Union Tpke - Station,259
03/01/2023,Bronx,Elevator,EL186,5,5,0,0,207,0.95497311827957,118.41666666666664,123.99999999999999,1,123.99999999999999,123.99999999999999,0.964605734767025,717.6666666666667,744,FORDHAMRD-JER-4,382,Fordham Rd - Station,382
03/01/2023,Brooklyn,Elevator,EL359,1,1,0,0,31,1,124,124,0.988575268817204,122.58333333333334,124,0.995967741935484,741,744,BEDFORDAV-CNR-L,120,Bedford Av - Station,120
03/01/2023,Queens,Elevator,EL425,2,1,1,0,193,1,123.99999999999999,123.99999999999999,0.992338709677419,123.04999999999998,123.99999999999999,0.992002688172043,738.0500000000001,744,JUNCTIONBLVD-FLS-7,451,Junction Blvd - Station,451
03/01/2023,Manhattan,Elevator,EL336,1,1,0,0,167,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.993279569892473,739,744,CHAMBERSST-7AV-1/2/3,327,Chambers St - Station,327
03/01/2023,Manhattan,Elevator,EL230,3,2,1,0,238,1,124,124,0.982930107526882,121.88333333333334,124,0.98035394265233,729.3833333333333,744,TIMESSQ-42ST-BWY-N/R/Q,11,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
03/01/2023,Manhattan,Elevator,EL218,1,1,0,0,274,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.992719534050179,738.5833333333334,744,14ST-UNIONSQ-CNR-L,117,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
03/01/2023,Manhattan,Elevator,EL324,10,1,9,1,260,0.98010752688172,121.53333333333333,124,0.983870967741936,122.00000000000001,124,0.981698028673835,730.3833333333333,744,CANALST-LEX-6,410,"Canal St (J,N,Q,R,Z,6)",623
03/01/2023,Manhattan,Elevator,EL145,8,6,2,0,148,0.909274193548387,112.74999999999999,123.99999999999999,0.961424731182796,119.21666666666667,123.99999999999999,0.937163978494624,697.25,744,96ST-BWY7-1/2/3,310,96 St - Station,310
03/01/2023,Manhattan,Elevator,EL619,4,1,3,1,10,0.994220430107527,123.28333333333333,123.99999999999999,1,123.99999999999999,123.99999999999999,0.989314516129032,736.05,744,TIMESSQ-42ST-BWY-N/R/Q,11,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
03/01/2023,Brooklyn,Elevator,EL395,0,0,0,0,240,,0,0,,0,0,,0,0,FLUSHINGAV-JAM-J/M,98,Flushing Av - Station,98
03/01/2023,Bronx,Elevator,EL137,4,3,1,1,184,0.971774193548387,120.5,123.99999999999999,0.994623655913978,123.33333333333331,123.99999999999999,0.986312724014337,733.8166666666666,744,PELHAMPKWY-LWP-2/5,424,Pelham Pkwy - Station,424
03/01/2023,Manhattan,Elevator,EL290X,0,0,0,0,N/A,0,0,124,0,0,124,0,0,744,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
03/01/2023,Bronx,Elevator,EL129,1,1,0,0,312,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.994623655913978,740,744,3AV-149ST-LWP-2/5,434,3 Av-149 St - Station,434
03/01/2023,Manhattan,Elevator,EL228,6,6,0,0,249,0.938440860215054,116.36666666666667,124,1,124,124,0.958960573476702,713.4666666666667,744,34ST-PENNSTATION-8AV-A/C/E,164,34 St-Penn Station - Station,164
03/01/2023,Manhattan,Elevator,EL210,2,2,0,0,17,1,117.99999999999999,117.99999999999999,1,116,116,0.986534558911305,688.6833333333334,698.0833333333334,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
03/01/2023,Manhattan,Elevator,EL233,7,4,3,2,200,0.933870967741936,115.79999999999998,123.99999999999999,0.98239247311828,121.81666666666666,123.99999999999999,0.94043458781362,699.6833333333334,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
03/01/2023,Manhattan,Elevator,EL444,13,12,1,0,75,0.881048387096774,109.25,123.99999999999999,1,123.99999999999999,123.99999999999999,0.925201612903226,688.3499999999999,744,LEXINGTONAV/63ST-63S-F/Q,223,Lexington Av/63 St - Station,223
03/01/2023,Manhattan,Elevator,EL716,2,2,0,0,100,1,124,124,1,124,124,0.98839605734767,735.3666666666667,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
03/01/2023,Manhattan,Elevator,EL607X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,GRANDCENTRAL-42ST-LEX-S,469,"Grand Central-42 St (S,4,5,6,7)",610
03/01/2023,Brooklyn,Elevator,EL345,1,1,0,0,106,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.994018817204301,739.5500000000001,744,UTICAAV-8AV-A/C,181,Utica Av - Station,181
03/01/2023,Brooklyn,Elevator,EL317,1,1,0,0,24,1,124,124,1,124,124,0.994332437275986,739.7833333333333,744,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620
03/01/2023,Manhattan,Elevator,EL219,10,3,7,6,274,0.956048387096774,118.55,123.99999999999999,0.890188172043011,110.38333333333331,123.99999999999999,0.917831541218638,682.8666666666667,744,14ST-UNIONSQ-BWY-N/R/Q,15,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
03/01/2023,Manhattan,Elevator,EL601,8,2,6,0,90,0.972311827956989,120.56666666666666,124,0.98494623655914,122.13333333333335,124,0.978248207885305,727.8166666666666,744,34ST-HUDSONYARDS-FLS-7,471,34 St-Hudson Yards - Station,471
03/01/2023,Manhattan,Elevator,EL217,3,3,0,0,274,0.993145161290323,123.14999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.981944444444444,730.5666666666666,744,14ST-UNIONSQ-LEX-4/5/6,406,"14 St-Union Sq (L,N,Q,R,4,5,6)",602
03/01/2023,Brooklyn,Elevator,EL741,2,2,0,0,44,0.987634408602151,122.46666666666664,123.99999999999999,1,123.99999999999999,123.99999999999999,0.989202508960574,735.9666666666667,744,NEWUTRECHTAV-SEA-N,73,New Utrecht Av (N)/62 St (D),615
03/01/2023,Queens,Elevator,EL428,11,9,2,2,205,0.853897849462366,105.88333333333331,123.99999999999999,0.943548387096774,116.99999999999997,123.99999999999999,0.898767921146953,668.6833333333334,744,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273
03/01/2023,Manhattan,Elevator,EL124,11,9,2,0,400,0.968682795698925,120.11666666666667,124,0.984408602150538,122.06666666666666,124,0.957818100358423,712.6166666666667,744,175ST-8AV-A,147,175 St - Station,147
03/01/2023,Brooklyn,Elevator,EL321,1,1,0,0,296,1,124,124,1,124,124,0.993548387096774,739.2,744,CHURCHAV-NOS-2/5,356,Church Av - Station,356
03/01/2023,Queens,Elevator,EL406,3,2,1,0,74,1,123.99999999999999,123.99999999999999,0.993010752688172,123.13333333333331,123.99999999999999,0.982258064516129,730.8,744,21ST-QUEENSBRIDGE-63S-F,221,21 St-Queensbridge - Station,221
03/01/2023,Manhattan,Elevator,EL208X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.999641577060932,743.7333333333333,744,50ST-8AV-C/E,162,50 St - Station,162
03/01/2023,Queens,Elevator,EL446,9,5,4,1,141,0.927016129032258,114.94999999999999,123.99999999999999,0.948252688172043,117.58333333333333,123.99999999999999,0.954032258064516,709.8,744,COURTSQ-FLS-7,462,"Court Sq (E,G,M,7)",606
03/01/2023,Manhattan,Elevator,EL713,2,1,1,0,54,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.989493727598566,736.1833333333334,744,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
03/01/2023,Brooklyn,Elevator,EL701,2,1,1,0,209,1,123.99999999999999,123.99999999999999,0.996236559139785,123.5333333333333,123.99999999999999,0.983019713261649,731.3666666666667,744,CONEYISLAND-STILLWELLAV-SEA-D/F/N/Q,58,Coney Island-Stillwell Av - Station,58
03/01/2023,Manhattan,Elevator,EL727X,0,0,0,0,N/A,0.451612903225806,56,124,0.473924731182796,58.76666666666668,124,0.452800179211469,336.88333333333327,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
03/01/2023,Manhattan,Elevator,EL259,2,2,0,0,74,1,124,124,1,124,124,0.993033154121864,738.8166666666666,744,72ST-2AV-Q,477,72 St - Station,477
03/01/2023,Manhattan,Elevator,EL289X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,42ST/PORTAUTHORITY-BUSTERMINAL-8AV-A/C/E,163,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
03/01/2023,Bronx,Elevator,EL133,5,4,1,0,251,0.997983870967742,123.74999999999997,123.99999999999999,1,123.99999999999999,123.99999999999999,0.9790770609319,728.4333333333333,744,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
03/01/2023,Queens,Elevator,EL449X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z,279,Sutphin Blvd-Archer Av-JFK Airport - Station,279
03/01/2023,Queens,Elevator,EL492X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
03/01/2023,Manhattan,Elevator,EL140,1,1,0,0,193,1,124,124,1,124,124,0.994399641577061,739.8333333333334,744,168ST-8AV-A/C,148,"168 St (A,C,1)",605
03/01/2023,Manhattan,Elevator,EL314,7,7,0,0,68,0.799059139784946,99.08333333333331,123.99999999999999,0.842741935483871,104.49999999999999,123.99999999999999,0.825156810035842,613.9166666666666,744,BROOKLYNBRIDGE-CITYHALL-LEX-4/5/6,411,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
03/01/2023,Manhattan,Elevator,EL732,4,2,2,2,186,1,124,124,0.982258064516129,121.80000000000001,124,0.983019713261649,731.3666666666667,744,FULTONST-CLK-2/3,332,"Fulton St (A,C,J,Z,2,3,4,5)",628
03/01/2023,Manhattan,Elevator,EL604,1,1,0,0,22,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.99361559139785,739.25,744,57ST-7AV-BWY-N/R/Q,9,57 St-7 Av - Station,9
03/01/2023,Manhattan,Elevator,EL283,4,2,2,0,22,0.968413978494624,120.08333333333334,124,1,124,124,0.986066308243728,733.6333333333333,744,57ST-7AV-BWY-N/R/Q,9,57 St-7 Av - Station,9
03/01/2023,Queens,Elevator,EL407,5,2,3,0,74,1,123.99999999999999,123.99999999999999,0.959274193548387,118.94999999999999,123.99999999999999,0.97844982078853,727.9666666666667,744,21ST-QUEENSBRIDGE-63S-F,221,21 St-Queensbridge - Station,221
03/01/2023,Queens,Elevator,EL437,1,1,0,0,106,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.993055555555556,738.8333333333333,744,FORESTHILLS-71AV-QBL-E/F/M/R,261,Forest Hills-71 Av - Station,261
03/01/2023,Brooklyn,Elevator,EL307,1,1,0,0,229,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.993413978494624,739.1,744,ATLANTICAV-BARCLAYSCTR-BWY-B/Q,40,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
03/01/2023,Manhattan,Elevator,EL114,7,4,3,2,39,0.967741935483871,119.99999999999997,123.99999999999999,0.967741935483871,119.99999999999997,123.99999999999999,0.954189068100358,709.9166666666666,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
03/01/2023,Bronx,Elevator,EL122,4,2,2,0,83,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.981205197132616,730.0166666666667,744,PELHAMBAYPARK-PEL-6,360,Pelham Bay Park - Station,360
03/01/2023,Manhattan,Elevator,EL107,3,2,1,0,16,0.755376344086022,93.66666666666667,124,0.741935483870968,92.00000000000001,124,0.738821684587814,549.6833333333333,744,181ST-BWY7-1,301,181 St - Station,301
03/01/2023,Bronx,Elevator,EL191,7,4,3,0,99,1,123.99999999999999,123.99999999999999,0.950268817204301,117.83333333333331,123.99999999999999,0.969287634408602,721.15,744,KINGSBRIDGERD-CON-B/D,212,Kingsbridge Rd - Station,212
03/01/2023,Manhattan,Elevator,EL742,1,1,0,0,30,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.99361559139785,739.25,744,CHAMBERSST-JAM-J/Z,105,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",622
03/01/2023,Manhattan,Elevator,EL294X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,42ST-BRYANTPK-6AV-B/D/F/M,226,"42 St-Bryant Pk (B,D,F,M)/5 Av (7)",609
03/01/2023,Bronx,Elevator,EL187,1,1,0,0,207,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.995004480286738,740.2833333333333,744,FORDHAMRD-JER-4,382,Fordham Rd - Station,382
03/01/2023,Brooklyn,Elevator,EL370,2,1,1,1,214,1,124,124,0.990591397849462,122.83333333333334,124,0.990031362007168,736.5833333333333,744,DEKALBAV-4AV-B/Q/R,26,DeKalb Av - Station,26
03/01/2023,Manhattan,Elevator,EL276X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,0.995967741935484,123.5,123.99999999999999,0.996796594982079,741.6166666666667,744,59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,161,"59 St-Columbus Circle (A,B,C,D,1)",614
03/01/2023,Manhattan,Elevator,EL113,2,1,1,0,39,0.967741935483871,119.99999999999997,123.99999999999999,1,123.99999999999999,123.99999999999999,0.984744623655914,732.65,744,168ST-BWY7-1,302,"168 St (A,C,1)",605
03/01/2023,Manhattan,Elevator,EL235,3,2,1,0,168,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.985282258064516,733.05,744,47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M,225,47-50 Sts-Rockefeller Ctr - Station,225
03/01/2023,Manhattan,Elevator,EL608X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,GRANDCENTRAL-42ST-LEX-S,469,"Grand Central-42 St (S,4,5,6,7)",610
03/01/2023,Manhattan,Elevator,EL200X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,34ST-HERALDSQ-BWY-M/N/R/Q,12,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
03/01/2023,Bronx,Elevator,EL127,4,3,1,0,80,0.920833333333333,114.18333333333335,124,0.898655913978495,111.43333333333334,124,0.910999103942652,677.7833333333333,744,SIMPSONST-LWP-2/5,430,Simpson St - Station,430
03/01/2023,Brooklyn,Elevator,EL327X,0,0,0,0,N/A,1,124,124,1,124,124,1,744,744,JAYST-METROTECH-BWY-R,25,"Jay St-MetroTech (A,C,F,R)",636
03/01/2023,Manhattan,Elevator,EL602,6,4,2,0,90,0.988037634408602,122.51666666666665,123.99999999999999,1,123.99999999999999,123.99999999999999,0.979659498207885,728.8666666666667,744,34ST-HUDSONYARDS-FLS-7,471,34 St-Hudson Yards - Station,471
03/01/2023,Queens,Elevator,EL435,2,1,1,0,176,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.990860215053763,737.1999999999999,744,KEWGARDENS-UNIONTPKE-QBL-E/F,259,Kew Gardens-Union Tpke - Station,259
03/01/2023,Manhattan,Elevator,EL105,2,1,1,0,28,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.991420250896057,737.6166666666667,744,191ST-BWY7-1,300,191 St - Station,300
03/01/2023,Queens,Elevator,EL462,4,1,3,0,62,1,123.99999999999999,123.99999999999999,0.949059139784946,117.68333333333332,123.99999999999999,0.984117383512545,732.1833333333333,744,OZONEPARK-LEFFERTSBLVD-LIB-A,195,Ozone Park-Lefferts Blvd - Station,195
03/01/2023,Queens,Elevator,EL438,4,2,2,0,106,0.99744623655914,123.68333333333332,123.99999999999999,1,123.99999999999999,123.99999999999999,0.983086917562724,731.4166666666666,744,FORESTHILLS-71AV-QBL-E/F/M/R,261,Forest Hills-71 Av - Station,261
03/01/2023,Manhattan,Elevator,EL236,3,3,0,0,168,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.98290770609319,731.2833333333333,744,47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M,225,47-50 Sts-Rockefeller Ctr - Station,225
03/01/2023,Bronx,Elevator,EL189,3,2,1,0,99,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.984475806451613,732.45,744,KINGSBRIDGERD-CON-B/D,212,Kingsbridge Rd - Station,212
03/01/2023,Queens,Elevator,EL430,5,4,1,1,205,0.984543010752688,122.08333333333333,123.99999999999999,0.973118279569892,120.66666666666664,123.99999999999999,0.973163082437276,724.0333333333333,744,QUEENSPLAZA-QBL-E/M/R,273,Queens Plaza - Station,273
03/01/2023,Queens,Elevator,EL423,6,4,2,0,206,0.967741935483871,119.99999999999997,123.99999999999999,1,123.99999999999999,123.99999999999999,0.958781362007168,713.3333333333333,744,74ST-BROADWAY-FLS-7,454,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616
03/01/2023,Brooklyn,Elevator,EL398,2,2,0,0,181,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.98915770609319,735.9333333333333,744,MYRTLE-WYCKOFFAVS-MYT-M,112,"Myrtle-Wyckoff Avs (L,M)",630
03/01/2023,Manhattan,Elevator,EL13X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,CORTLANDTST-7AV-1,328,Cortlandt St - Station,328
03/01/2023,Manhattan,Elevator,EL17X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
03/01/2023,Brooklyn,Elevator,EL302,2,2,0,0,227,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.988216845878136,735.2333333333333,744,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
03/01/2023,Manhattan,Elevator,EL298,1,1,0,0,75,1,124,124,1,124,124,0.993548387096774,739.2,744,23ST-LEX-6,405,23 St - Station,405
03/01/2023,Manhattan,Elevator,EL149,2,1,1,0,10,1,123.99999999999999,123.99999999999999,0.993951612903226,123.24999999999999,123.99999999999999,0.992181899641577,738.1833333333333,744,INWOOD-207ST-8AV-A,143,Inwood-207 St - Station,143
03/01/2023,Bronx,Elevator,EL199,4,4,0,0,27,0.95497311827957,118.41666666666664,123.99999999999999,0.977822580645161,121.25,123.99999999999999,0.967517921146954,719.8333333333334,744,GUNHILLRD-DYR-5,444,Gun Hill Rd - Station,444
03/01/2023,Brooklyn,Elevator,EL771,5,1,4,1,10,0.981451612903226,121.69999999999999,123.99999999999999,0.978629032258064,121.35,123.99999999999999,0.976232078853047,726.3166666666666,744,LIVONIAAV-CNR-L,135,Livonia Av - Station,135
03/01/2023,Manhattan,Elevator,EL209,2,1,1,0,11,0.991532258064516,122.94999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.991756272401434,737.8666666666667,744,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
03/01/2023,Manhattan,Elevator,EL730,5,1,4,0,69,1,123.99999999999999,123.99999999999999,0.935483870967742,116,123.99999999999999,0.959296594982079,713.7166666666667,744,SOUTHFERRY-7AV-1,330,South Ferry (1)/Whitehall St (R),635
03/01/2023,Brooklyn,Elevator,EL371,2,2,0,0,214,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.987231182795699,734.5,744,DEKALBAV-4AV-B/Q/R,26,DeKalb Av - Station,26
03/01/2023,Brooklyn,Elevator,EL389,10,2,8,0,29,0.969623655913978,120.23333333333332,123.99999999999999,0.941935483870968,116.79999999999998,123.99999999999999,0.96695788530466,719.4166666666666,744,59ST-4AV-N/R,35,59 St - Station,35
03/01/2023,Manhattan,Elevator,EL279X,0,0,0,0,N/A,0,0,123.99999999999999,0,0,123.99999999999999,0,0,744,28ST-LEX-6,404,28 St - Station,404
03/01/2023,Manhattan,Elevator,EL332,4,1,3,1,126,0.985887096774194,122.25,124,0.970564516129032,120.35,124,0.982370071684588,730.8833333333333,744,BLEECKERST-LEX-6,408,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",619
03/01/2023,Manhattan,Elevator,EL146,2,2,0,0,148,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.991465053763441,737.65,744,96ST-BWY7-1/2/3,310,96 St - Station,310
03/01/2023,Brooklyn,Elevator,EL764,1,1,0,0,28,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.993413978494624,739.1,744,GREENPOINTAV-XTN-G,283,Greenpoint Av - Station,283
03/01/2023,Manhattan,Elevator,EL722,13,4,9,0,111,0.97513440860215,120.91666666666666,123.99999999999999,0.915322580645161,113.49999999999999,123.99999999999999,0.931182795698925,692.8,744,FULTONST-NAS-J/Z,106,"Fulton St (A,C,J,Z,2,3,4,5)",628
03/01/2023,Brooklyn,Elevator,EL318,3,1,2,0,24,1,124,124,0.985349462365591,122.18333333333334,124,0.9896729390681,736.3166666666667,744,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620
03/01/2023,Bronx,Elevator,EL130,15,7,8,3,312,0.874462365591398,108.43333333333331,123.99999999999999,0.865322580645161,107.3,123.99999999999999,0.868772401433692,646.3666666666667,744,3AV-149ST-LWP-2/5,434,3 Av-149 St - Station,434
03/01/2023,Queens,Elevator,EL491X,0,0,0,0,N/A,0.741935483870968,92.00000000000001,124,0.759005376344086,94.11666666666667,124,0.751500896057348,559.1166666666666,744,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
03/01/2023,Brooklyn,Elevator,EL382,1,1,0,0,238,1,124,124,1,124,124,0.993391577060932,739.0833333333334,744,PROSPECTPARK-BWY-B/Q/S,42,Prospect Park - Station,42
03/01/2023,Manhattan,Elevator,EL723,3,3,0,0,112,1,124,124,1,124,124,0.982325268817204,730.85,744,FULTONST-8AV-A/C,172,"Fulton St (A,C,J,Z,2,3,4,5)",628
03/01/2023,Queens,Elevator,EL414,5,4,1,0,278,0.970430107526882,120.33333333333334,124,1,124,124,0.974417562724014,724.9666666666667,744,FLUSHING-MAINST-FLS-7,447,Flushing-Main St - Station,447
03/01/2023,Brooklyn,Elevator,EL702,1,1,0,0,209,1,124,124,1,124,124,0.993077956989247,738.85,744,CONEYISLAND-STILLWELLAV-SEA-D/F/N/Q,58,Coney Island-Stillwell Av - Station,58
